Latitude,Longitude,Radius,Depth
43.0198,308.1187,10.3347,-2551.955566
42.871,308.1978,6.9444,-2556.467285
43.1199,308.0554,11.2377,-2542.362793
42.8859,308.2317,9.7422,-2562.463867
42.8664,308.0515,6.7791,-2544.463867
43.0273,308.3034,11.7412,-2573.319824
43.117,308.0744,11.5663,-2547.359863
43.033,308.2961,6.6953,-2569.90918
42.939,308.2199,9.4742,-2556.977539
42.9387,308.1713,4.8829,-2552.433838
43.0016,308.0474,7.846,-2545.739258
43.1445,308.114,15.1301,-2551.579834
42.8641,308.0372,8.8729,-2542.390381
43.013,308.29,6.976,-2572.029541
43.1524,308.1025,6.162,-2548.349365
43.0374,308.0283,9.7966,-2545.605957
43.0762,308.2346,7.5166,-2562.023193
42.9598,308.2175,6.9558,-2560.823242
43.0553,308.2579,8.6723,-2569.57373
42.965,308.0699,39.1222,-2546.855957
42.878,308.1066,7.2474,-2546.941162
43.02,308.2312,8.2332,-2563.502686
43.1324,308.2088,5.9045,-2558.640137
42.8682,308.0238,8.1673,-2549.880615
43.0741,308.0512,7.2111,-2545.42627
43.0111,308.1521,14.488,-2556.670898
43.1333,308.1149,8.1559,-2548.314697
42.8744,308.1346,7.3635,-2552.180908
43.1287,308.146,10.115,-2554.307373
42.9248,308.2132,12.9596,-2558.143799
42.8955,308.034,10.5894,-2544.068848
43.1553,308.1645,8.5472,-2555.458496
43.1188,308.189,6.8841,-2558.683594
43.0306,308.1814,7.7012,-2561.126953
43.0616,308.1591,8.3998,-2562.784912
43.0573,308.279,19.6317,-2567.528564
43.0785,308.1679,6.9808,-2556.007324
43.1464,308.1828,7.1755,-2558.567383
43.0828,308.1445,7.4584,-2551.677734
42.9781,308.2898,15.1773,-2567.9021
42.965,308.1684,8.789,-2551.878906
42.874,308.2625,23.6365,-2561.169922
43.0584,308.1092,6.895,-2552.044434
43.0302,308.1519,6.236,-2557.262939
43.081,308.29,23.8375,-2570.193848
42.9783,308.2507,16.1263,-2564.785156
43.0248,308.2933,5.7942,-2572.632324
43.0268,308.2553,5.7344,-2567.826416
43.0473,308.1155,38.4851,-2550.947021
42.8718,308.0875,10.0389,-2546.873291
43.1048,308.2641,21.7605,-2562.572754
43.1195,308.2536,7.1295,-2561.036865
43.0911,308.1392,9.1726,-2552.300781
43.0398,308.1723,9.9585,-2558.338135
42.9049,308.0228,7.4603,-2544.077881
42.8854,308.1343,8.4892,-2549.568115
43.0363,308.2472,7.4099,-2558.053711
42.874,308.0313,15.6416,-2543.243652
43.1267,308.0374,8.2091,-2541.10083
43.1147,308.2361,10.1042,-2560.551514
43.0085,308.3081,7.2755,-2569.902832
43.0263,308.0481,8.2422,-2545.850342
42.9247,308.194,8.2888,-2554.116455
42.9939,308.1127,12.1132,-2552.61499
43.1052,308.2773,11.7538,-2562.565918
42.9459,308.1045,8.6598,-2546.895264
42.8811,308.2557,6.4818,-2561.72583
42.9243,308.0255,7.259,-2546.523926
43.1039,308.1958,6.99,-2557.901367
42.9741,308.042,9.3369,-2544.72998
43.0971,308.3059,9.5271,-2566.315918
43.1473,308.0385,7.2141,-2541.844971
42.925,308.1371,7.3759,-2550.947266
42.9761,308.2515,29.0824,-2565.508301
43.0351,308.0542,19.9254,-2543.495361
42.9644,308.1417,20.8844,-2553.635986
42.9265,308.1455,22.6155,-2551.488281
42.9226,308.0805,7.9872,-2547.534424
42.9423,308.2083,7.5588,-2557.397217
43.0417,308.2848,31.9776,-2568.311523
42.9367,308.0432,7.261,-2547.328125
43.075,308.1644,6.0742,-2556.947266
42.9385,308.0691,8.5863,-2548.69458
43.1339,308.2558,7.0759,-2560.832275
42.8852,308.0305,37.6589,-2542.419189
43.1433,308.0896,5.7387,-2545.282959
43.0801,308.2534,7.5237,-2564.103027
43.0357,308.2281,8.5894,-2565.744629
43.1119,308.2621,8.9416,-2562.166992
42.9953,308.2791,13.3683,-2568.5625
43.1188,308.1971,8.525,-2557.130859
43.0581,308.1671,7.301,-2555.987549
43.0243,308.2885,8.561,-2569.749512
42.9,308.0977,7.1817,-2546.754639
42.8868,308.2924,10.1689,-2566.740967
42.9278,308.0923,7.5541,-2542.614746
43.0737,308.2938,15.7664,-2567.470947
43.1412,308.2486,9.7114,-2562.438965
43.1022,308.2635,15.1315,-2561.935059
43.0971,308.1373,6.5556,-2549.372559
42.9654,308.1737,7.4189,-2556.80127
43.077,308.2714,8.6439,-2566.238281
43.1457,308.2276,6.896,-2561.341064
43.1282,308.1988,17.135,-2558.88623
43.0136,308.2689,5.1893,-2571.156738
43.0726,308.1964,6.5381,-2558.678467
43.047,308.0349,37.4284,-2546.740967
42.8736,308.0989,42.1536,-2546.831787
43.0255,308.1369,9.6918,-2554.004395
42.9779,308.0878,7.0119,-2547.231689
43.0009,308.1256,8.7535,-2555.065186
42.9004,308.2178,8.4479,-2558.409912
43.0524,308.258,9.7945,-2566.112305
42.9788,308.2528,18.39,-2562.456055
43.1057,308.1302,9.5329,-2551.621582
43.0219,308.2468,6.0792,-2564.861816
43.1561,308.2987,6.7678,-2563.711914
42.8853,308.2886,5.8013,-2561.365479
42.8687,308.2265,10.1027,-2561.618652
42.9054,308.1265,6.4975,-2548.715576
43.008,308.2173,10.6434,-2561.07373
43.0797,308.1012,8.9925,-2545.2854
42.9982,308.1428,28.4927,-2562.373047
43.0873,308.1789,6.8875,-2556.19043
42.8655,308.2666,6.6667,-2561.983887
42.9144,308.141,29.1193,-2548.182129
43.1007,308.0452,7.7225,-2547.174072
42.9496,308.1514,25.4037,-2551.936279
43.0546,308.1287,6.3682,-2551.291748
43.0801,308.3054,28.3213,-2569.123535
42.9389,308.1035,7.5447,-2546.983887
42.9723,308.2573,6.8212,-2563.24707
43.033,308.251,8.3075,-2557.753906
42.9555,308.128,7.3802,-2551.638672
43.1359,308.1645,7.091,-2559.37085
43.0171,308.1874,15.374,-2563.609131
42.979,308.0395,11.1762,-2548.087646
42.8744,308.0592,5.8757,-2545.893066
43.0221,308.1865,9.284,-2560.602051
43.0225,308.2065,7.5863,-2564.870117
43.0208,308.2188,7.2866,-2564.211914
43.1399,308.0967,7.3145,-2547.728271
43.0038,308.1686,25.2629,-2559.558105
42.9863,308.1071,8.9724,-2549.051514
43.1151,308.3087,5.7317,-2565.437988
42.9118,308.0257,7.7708,-2544.35498
42.9776,308.1895,7.5265,-2556.900391
43.1048,308.2889,6.112,-2564.48999
43.0976,308.0289,32.1117,-2542.483154
43.1378,308.2759,5.9744,-2561.906738
43.0991,308.0925,5.8944,-2553.647461
42.9849,308.3007,5.8101,-2567.809814
43.1098,308.1471,14.8938,-2557.265137
42.9066,308.1171,5.9187,-2549.033447
43.0657,308.1297,7.1313,-2553.994873
42.9919,308.2785,9.9325,-2567.674561
43.0072,308.0968,10.3601,-2551.114014
43.0811,308.1004,20.3858,-2546.757568
42.9044,308.1063,26.1213,-2547.787354
42.8731,308.0546,9.9784,-2545.57959
43.0235,308.064,6.8451,-2548.063965
43.0792,308.0994,15.1283,-2546.106689
43.0372,308.0479,6.5471,-2544.563232
43.0469,308.1857,7.8361,-2558.515625
42.9881,308.1177,6.3348,-2552.122314
42.9112,308.27,7.9351,-2562.550781
42.9678,308.0358,8.9152,-2542.957275
43.147,308.2711,8.0095,-2561.923828
43.1152,308.1884,7.2147,-2557.637695
42.8888,308.251,6.5838,-2560.349121
43.1014,308.0991,6.4296,-2547.692871
42.8832,308.2403,5.8841,-2562.898682
42.9545,308.0936,8.535,-2552.365234
42.8997,308.0503,19.9766,-2542.633301
42.9995,308.3018,6.8417,-2570.191895
42.8892,308.1347,6.8823,-2547.654053
43.0203,308.1276,5.8429,-2552.741211
42.9127,308.1882,8.7244,-2552.35376
42.8919,308.2618,30.7349,-2562.479736
43.0399,308.3024,26.0584,-2572.78125
42.9817,308.154,7.5214,-2557.356445
43.0982,308.2265,6.7551,-2562.804199
43.1116,308.2124,6.8472,-2559.319336
43.0239,308.183,6.3529,-2561.237061
43.0647,308.1637,18.5974,-2554.921387
42.9249,308.1774,8.8989,-2552.580566
43.0989,308.1531,8.2605,-2554.449463
43.0669,308.0903,10.6013,-2547.044434
42.9096,308.0463,10.3941,-2544.174072
43.1421,308.3072,7.2631,-2564.955078
42.9946,308.2052,9.3029,-2565.938965
43.0917,308.1597,7.763,-2555.196045
43.108,308.226,10.929,-2561.313232
43.0857,308.121,7.8867,-2550.118652
43.1537,308.2195,7.4849,-2556.219971
43.038,308.1688,9.9523,-2558.414795
42.9528,308.3045,15.2188,-2566.455322
42.9463,308.2566,7.4681,-2561.205322
43.1124,308.0773,6.4893,-2549.73584
42.8691,308.164,10.2154,-2549.118896
42.9467,308.2717,5.8227,-2563.307373
43.0129,308.2619,7.9031,-2572.770264
43.0114,308.2239,6.2692,-2561.776611
42.9814,308.1987,29.9756,-2559.720215
43.0123,308.218,7.3913,-2560.828857
42.9641,308.1957,15.6803,-2555.711914
42.9299,308.1526,7.6935,-2551.057617
42.8981,308.141,5.6888,-2548.288086
43.0829,308.096,10.0139,-2548.616699
43.0022,308.2405,7.0322,-2565.004883
42.9428,308.104,9.152,-2547.996826
43.1462,308.2971,8.1151,-2564.896729
43.1405,308.288,27.8738,-2564.388916
43.0384,308.2006,9.0453,-2559.826172
42.9213,308.1607,9.8582,-2552.220459
42.8894,308.1896,6.5628,-2551.746094
42.885,308.2978,27.1926,-2564.798828
42.9022,308.2658,7.0155,-2562.259033
43.1416,308.2649,36.6356,-2562.250488
42.8878,308.0527,8.4732,-2546.956543
43.0958,308.1441,6.9706,-2549.472412
43.0455,308.1459,7.462,-2557.446533
42.9513,308.1478,6.9158,-2552.712158
42.9327,308.094,5.7923,-2546.928955
42.9072,308.0317,6.6574,-2543.404541
42.996,308.1527,8.6135,-2556.239502
43.0114,308.1268,6.3621,-2554.235596
42.9173,308.1921,10.0422,-2553.398193
43.0311,308.3053,9.3594,-2572.519043
43.0938,308.1134,5.8007,-2559.161133
43.0921,308.2646,9.0484,-2564.010254
42.9357,308.1876,6.8517,-2556.14917
42.9352,308.2372,8.784,-2558.547852
43.1569,308.25,15.6347,-2560.978271
43.1433,308.2226,15.7806,-2559.469482
43.0255,308.2842,27.1455,-2568.593018
43.0902,308.2677,8.8753,-2564.486328
43.0618,308.1413,6.2194,-2555.033447
42.9887,308.1352,12.543,-2553.86377
42.9773,308.1345,7.5394,-2550.079102
43.0749,308.1204,47.4285,-2551.074463
42.9255,308.0654,8.4968,-2546.454346
42.9869,308.2014,8.9252,-2560.82251
42.9195,308.0412,57.319,-2544.221924
42.9074,308.1681,5.8804,-2551.0354
42.9468,308.0728,6.5498,-2546.15918
43.0443,308.1905,8.3806,-2560.392578
43.0628,308.1541,6.4318,-2552.965576
42.9583,308.0615,7.6049,-2549.573242
43.0496,308.2122,7.2925,-2560.056885
42.8793,308.2283,7.8537,-2563.573486
43.0705,308.1785,5.8223,-2557.286865
42.9741,308.0361,12.7527,-2544.035156
43.1528,308.2146,10.199,-2558.446777
43.0877,308.0832,7.67,-2551.670166
42.983,308.294,9.6613,-2572.109131
43.0209,308.0421,31.1927,-2545.991943
43.1441,308.2458,20.6558,-2562.776855
42.9273,308.0582,6.9112,-2545.52417
43.0174,308.1952,7.3899,-2561.227783
43.1362,308.2993,19.9545,-2564.104248
43.0606,308.0382,5.3959,-2549.396729
43.1056,308.2437,6.432,-2563.607422
42.9995,308.2871,5.9139,-2570.993164
43.1105,308.0598,10.5219,-2545.697998
42.9944,308.1295,5.7971,-2555.669434
43.1515,308.2537,6.981,-2562.192627
43.099,308.2009,11.3919,-2559.093506
42.9965,308.1119,20.6973,-2552.680176
43.0637,308.2199,16.3492,-2562.62793
43.022,308.2234,6.6906,-2567.368164
42.8663,308.0781,8.4158,-2544.764893
43.0163,308.0267,9.6244,-2544.192871
43.058,308.1389,40.1846,-2552.593994
43.1544,308.1972,9.4106,-2560.759033
42.8949,308.2678,40.0658,-2561.746826
43.0708,308.2549,8.2577,-2563.688721
43.0865,308.2534,8.2563,-2563.673828
42.909,308.0879,5.7826,-2546.387695
43.0483,308.064,5.8464,-2549.450195
43.0931,308.262,10.4726,-2562.842041
42.9924,308.1166,38.8789,-2552.006104
42.9899,308.1565,6.2813,-2556.052002
42.9713,308.1622,10.0144,-2553.125
42.8863,308.0732,6.8907,-2547.525146
43.0317,308.264,9.0399,-2566.238281
43.0567,308.1423,8.7519,-2554.091309
43.1048,308.1767,9.5307,-2558.825195
43.0072,308.2421,7.7377,-2565.788574
43.1179,308.206,9.5691,-2559.785645
43.1326,308.2035,10.64,-2559.241943
42.9348,308.1165,9.7636,-2548.722168
43.0657,308.0533,6.4464,-2550.694092
42.8931,308.2477,29.766,-2561.913818
43.0086,308.2171,5.7358,-2560.375244
42.9269,308.048,23.5147,-2545.661865
43.0025,308.0576,17.5754,-2546.901611
43.0237,308.2098,11.0829,-2564.624756
42.9329,308.0958,11.2669,-2545.402344
43.0402,308.1131,12.4088,-2549.275635
42.9247,308.0797,6.0347,-2548.165039
43.0303,308.1283,8.4926,-2553.743164
43.1484,308.1231,5.9978,-2551.227783
43.003,308.2879,5.9756,-2570.678955
43.0401,308.2676,6.599,-2563.529297
43.0549,308.2022,7.1583,-2560.931152
43.0121,308.281,13.3162,-2576.556152
43.0373,308.0314,5.9669,-2549.021484
43.0667,308.1277,28.9686,-2552.812012
42.9475,308.1115,5.8652,-2549.441406
42.992,308.1623,9.3149,-2556.963623
43.1164,308.1565,19.0056,-2562.281738
43.1477,308.0404,18.2346,-2542.154541
42.9576,308.2728,10.4651,-2566.28833
42.9936,308.1467,8.7519,-2556.668701
42.9568,308.2233,31.2948,-2560.158936
42.8668,308.0247,9.5403,-2554.159424
42.9939,308.2414,9.6282,-2565.393311
42.9553,308.2703,8.409,-2565.282715
43.1502,308.2273,9.8471,-2558.701416
43.0982,308.2387,6.6338,-2562.246094
43.0535,308.1876,8.6782,-2558.815918
43.0259,308.0719,6.4678,-2548.461914
43.064,308.1467,5.7772,-2554.952393
42.885,308.0467,11.0206,-2545.457764
42.8923,308.1412,5.7664,-2548.19873
43.1391,308.158,7.2012,-2555.563965
42.9333,308.2504,11.0465,-2561.370605
43.0018,308.0526,25.314,-2545.343018
43.1355,308.1309,5.9833,-2552.953125
43.074,308.0891,9.4845,-2548.615479
42.9252,308.042,6.5205,-2546.402832
42.9315,308.135,5.9162,-2549.875
42.9895,308.0505,8.6839,-2545.960693
43.1175,308.2573,27.9462,-2561.304199
42.9861,308.2379,9.4009,-2561.868164
43.0177,308.2531,7.3533,-2567.203125
42.9827,308.2418,6.1571,-2561.311768
42.9495,308.0559,6.8275,-2546.272217
42.937,308.1694,11.4394,-2551.863037
43.0066,308.0803,10.6956,-2549.058838
43.0786,308.2298,7.2509,-2562.257813
43.1163,308.0494,8.0313,-2540.730225
42.9666,308.2426,7.5738,-2561.484863
42.8746,308.0906,13.6985,-2547.959717
43.0211,308.2541,5.8265,-2568.614258
43.0267,308.1632,5.3227,-2557.260254
43.0457,308.2724,7.1767,-2567.568848
42.953,308.2991,12.0979,-2567.502686
43.0002,308.2832,61.1924,-2570.511963
43.0691,308.2171,12.4282,-2560.390381
43.1052,308.2378,6.7297,-2561.188477
42.9485,308.1835,18.0169,-2554.105713
42.9321,308.1289,7.8983,-2549.967285
42.8909,308.2105,9.0831,-2555.664551
42.8662,308.2799,5.777,-2564.94043
43.1292,308.0239,5.708,-2541.646973
43.1341,308.1551,7.2028,-2553.018066
43.01,308.2079,5.8817,-2561.388672
43.0331,308.1939,6.7353,-2561.322266
42.8981,308.23,10.4445,-2559.048584
43.0728,308.0695,34.6865,-2543.870361
42.9353,308.205,7.9267,-2560.569824
42.9213,308.052,13.0347,-2546.971191
42.8745,308.0715,6.6811,-2545.993896
42.9173,308.055,6.0068,-2545.84375
42.9343,308.1249,7.6651,-2546.129395
43.0112,308.2983,6.0775,-2571.698975
43.1471,308.1611,6.6153,-2556.993652
43.1292,308.2584,7.7554,-2560.812256
42.889,308.0486,7.0439,-2544.979248
43.1431,308.1384,7.1711,-2561.189697
43.0725,308.038,26.9159,-2545.161133
43.0328,308.1907,7.1965,-2560.164063
42.9047,308.0616,10.8291,-2548.961182
43.1527,308.2211,6.4363,-2556.907959
42.9118,308.2894,8.6056,-2566.007813
43.1264,308.0773,6.0888,-2545.343018
43.0873,308.2969,13.2248,-2568.178955
43.0612,308.1828,7.4906,-2556.22876
42.9565,308.1842,12.8299,-2554.195068
43.0528,308.2087,6.145,-2561.13501
42.9652,308.2068,16.6621,-2557.620117
43.0613,308.1965,8.5717,-2559.795898
42.8856,308.1086,6.4908,-2549.32251
43.014,308.2815,6.7668,-2573.143311
42.9754,308.1833,7.6302,-2556.865967
43.0132,308.2773,7.394,-2571.655762
42.9627,308.1536,6.436,-2553.170166
43.0943,308.2804,8.914,-2566.748535
43.0518,308.296,6.9177,-2567.496582
42.9525,308.0547,6.3781,-2547.212891
43.0419,308.0718,9.6135,-2547.30957
43.0408,308.1706,9.5521,-2557.916748
43.0344,308.2622,6.1971,-2561.697754
43.1577,308.1561,9.0151,-2553.866455
42.9811,308.229,34.4246,-2557
43.0539,308.1983,14.1408,-2560.790771
43.069,308.1364,43.0311,-2554.530762
43.1324,308.2619,7.5433,-2560.885254
43.1326,308.0861,7.4409,-2547.701172
43.0407,308.2153,5.788,-2560.408691
42.896,308.2913,52.5365,-2564.354248
43.007,308.2411,7.8629,-2565.822266
42.9939,308.2141,6.5414,-2562.848389
42.9614,308.2486,19.9119,-2563.974121
42.993,308.1686,9.3088,-2557.420166
43.0657,308.1575,10.3372,-2558.277344
43.0408,308.1481,7.1899,-2556.081055
43.0404,308.184,17.7994,-2559.190186
42.992,308.2925,7.6909,-2568.681152
42.9824,308.2399,25.976,-2560.447754
42.8889,308.2193,7.9784,-2557.589844
43.095,308.2613,5.8189,-2563.017334
43.0228,308.1639,10.0879,-2555.779785
42.9912,308.0701,6.3678,-2548.954346
43.093,308.1657,7.5749,-2556.169922
43.0814,308.2302,10.5331,-2562.297607
42.9146,308.2049,6.6357,-2558.80542
43.0576,308.1584,8.1646,-2555.040771
42.9858,308.2671,5.8423,-2566.407715
43.0485,308.1887,7.3826,-2559.028809
42.9127,308.1561,7.0215,-2548.306641
42.8696,308.2497,6.4067,-2562.499512
43.1315,308.0496,7.2497,-2544.461914
43.0629,308.1484,13.6316,-2555.195557
43.0712,308.1325,7.5091,-2554.206299
42.9308,308.3058,7.1505,-2565.624023
43.0463,308.0682,5.8664,-2546.521729
43.0495,308.288,14.1324,-2567.172607
43.0578,308.2239,6.6711,-2560.881592
43.0617,308.1686,8.4901,-2557.751465
42.992,308.2829,8.0392,-2571.520264
42.873,308.172,13.3041,-2549.396729
43.0664,308.1414,26.0671,-2554.849609
43.0128,308.2295,7.6129,-2562.587158
42.8789,308.0667,22.141,-2546.216309
42.8951,308.2913,7.4382,-2563.617188
43.0657,308.1218,9.8217,-2555.175049
43.0364,308.1177,7.1685,-2550.541748
43.0024,308.2205,11.2295,-2563.75415
43.1491,308.1855,7.568,-2558.970703
42.9781,308.0981,10.2324,-2547.734619
43.1384,308.2676,7.8969,-2562.373779
43.1158,308.1959,7.0089,-2564.0354
43.1412,308.2362,16.3093,-2562.823975
43.0408,308.3033,6.7339,-2571.554932
43.0422,308.2218,23.5971,-2560.592041
42.9109,308.133,12.3828,-2551.452393
42.9863,308.1871,12.7322,-2559.062256
42.9505,308.1136,6.5212,-2549.311035
43.0191,308.0339,37.001,-2544.594238
42.964,308.2319,6.3169,-2560.564941
43.0373,308.2912,23.6436,-2569.847656
43.0204,308.253,9.1739,-2570.164307
42.9158,308.0449,7.0933,-2545.357666
43.1355,308.1268,5.9537,-2552.816162
43.0725,308.2358,6.4985,-2561.788818
43.005,308.3049,5.9376,-2573.464844
42.9215,308.1568,13.2524,-2551.396973
43.1309,308.1261,8.4628,-2553.652588
42.8795,308.1143,39.7488,-2548.267334
43.0285,308.261,6.7681,-2568.814697
42.899,308.1281,11.1191,-2547.655029
43.0503,308.3052,11.3072,-2569.314697
43.0627,308.1682,8.6644,-2557.643066
42.9148,308.079,25.4971,-2548.575439
43.097,308.1469,11.6235,-2550.816406
43.0578,308.0298,6.1442,-2546.347412
43.0313,308.2126,21.5231,-2564.857178
42.9796,308.0807,10.1995,-2549.832275
43.0042,308.1852,5.8061,-2563.006348
42.8901,308.0317,9.6332,-2546.679443
43.1459,308.2331,8.1299,-2561.814941
43.1424,308.2219,12.5441,-2560.218994
42.8792,308.0919,9.9823,-2546.270264
42.9725,308.1328,7.4348,-2550.362305
43.0192,308.1852,9.8148,-2562.315186
42.963,308.269,6.4594,-2567.339111
42.9291,308.0496,11.2,-2547.04248
42.8696,308.0715,10.0635,-2545.562256
42.9737,308.1921,6.9234,-2555.905518
42.9243,308.2728,10.1057,-2566.292236
42.9449,308.2427,8.8998,-2565.445313
42.9835,308.3044,15.7073,-2566.938965
42.9323,308.216,7.8311,-2558.724121
43.0816,308.2176,8.1099,-2560.3125
42.9659,308.2126,5.7239,-2556.475342
43.1454,308.1915,5.9115,-2560.398438
43.0447,308.3073,7.1191,-2572.566162
43.0772,308.2639,7.2539,-2566.298096
43.0657,308.208,9.4139,-2560.827881
43.0983,308.3019,6.5453,-2566.888428
43.0728,308.299,11.2152,-2568.716064
42.9363,308.1524,9.227,-2553.691895
42.8993,308.2982,5.4561,-2563.088867
43.0932,308.0659,9.2998,-2557.607422
42.9515,308.1043,7.5145,-2554.61792
43.1503,308.2285,7.2609,-2559.135742
42.9363,308.121,6.2258,-2549.099854
43.155,308.1323,10.7385,-2551.981934
43.0133,308.2711,11.6585,-2571.189453
43.0268,308.2959,5.1878,-2571.595947
43.089,308.0503,47.4109,-2545.238525
42.9947,308.1382,6.7147,-2556.360596
42.9522,308.2221,7.9565,-2563.535889
42.9999,308.2764,7.6234,-2570.480225
42.9236,308.0439,6.277,-2544.706055
42.914,308.2845,11.9333,-2566.099121
43.0419,308.0509,6.2571,-2547.71582
43.0934,308.1005,8.8568,-2545.494873
42.8782,308.2636,18.3563,-2562.595703
43.0397,308.2902,7.0128,-2567.68457
43.1108,308.2064,6.7492,-2559.281738
43.0411,308.1607,9.923,-2558.280029
43.0471,308.28,6.7222,-2569.147217
43.041,308.3081,6.423,-2570.483887
42.9042,308.2783,28.0165,-2562.5625
42.989,308.2929,7.3099,-2568.858887
43.0137,308.2744,23.1067,-2571.273193
43.1303,308.1658,5.7805,-2556.483643
43.0094,308.1125,7.4729,-2551.996582
43.0808,308.2937,8.3782,-2567.38501
43.1163,308.1757,6.1551,-2557.57251
43.0301,308.1084,9.1746,-2549.678711
42.9462,308.1961,8.2002,-2557.957764
43.1356,308.0888,7.5167,-2549.604248
43.1381,308.0967,16.0612,-2548.383789
43.0751,308.2451,6.7035,-2562.564697
42.8987,308.1738,5.6809,-2551.336182
43.0985,308.2947,20.6462,-2566.836914
42.9725,308.2635,8.5928,-2564.21582
42.9478,308.1961,13.8541,-2558.138916
43.1241,308.2384,9.02,-2559.177734
42.8929,308.093,5.6217,-2547.384277
42.8921,308.2991,6.5122,-2566.089844
42.8781,308.1357,10.7725,-2549.362549
43.0747,308.2208,7.3109,-2560.236572
42.9678,308.054,6.444,-2547.12915
43.1454,308.1927,8.9224,-2560.198975
42.9056,308.0904,7.0926,-2547.023682
42.9098,308.2696,18.3676,-2561.601563
43.0048,308.1853,8.4598,-2562.022217
43.0192,308.1481,6.0116,-2554.428467
43.0592,308.2289,6.874,-2561.72876
42.934,308.247,8.5106,-2562.208252
42.8803,308.0503,18.1881,-2546.554443
43.1023,308.0374,8.1378,-2542.000244
42.9802,308.2158,27.2906,-2564.041504
43.0417,308.23,5.9584,-2561.411133
42.8685,308.0904,6.9977,-2546.59375
42.9399,308.187,65.4589,-2557.001221
42.9576,308.067,8.811,-2547.990234
43.0905,308.1857,16.6245,-2556.418457
43.0098,308.1809,7.7557,-2562.349121
43.0768,308.178,15.3685,-2555.880127
43.1073,308.1143,8.632,-2552.771484
43.1509,308.1729,21.3182,-2556.858887
43.141,308.1168,8.0797,-2550.588379
42.9758,308.1006,7.5481,-2548.105225
42.9791,308.1794,7.4503,-2556.856689
43.1423,308.0749,7.2661,-2552.1521
42.9454,308.0343,7.5958,-2545.839111
42.9208,308.2281,6.8619,-2563.92334
42.9846,308.2727,9.2957,-2564.821777
42.9279,308.0915,5.7168,-2543.412354
42.8805,308.0461,5.992,-2545.969727
42.9863,308.1356,6.0204,-2552.549805
43.1532,308.307,15.2221,-2565.677002
42.9486,308.0493,8.1474,-2546.865234
43.0122,308.0287,13.1412,-2544.507568
43.0516,308.1861,7.3016,-2559.034424
42.8763,308.1395,14.8945,-2551.194824
43.1452,308.1533,7.9544,-2553.161133
43.0145,308.1545,5.8789,-2556.034668
42.9969,308.2085,6.7644,-2563.410889
43.1559,308.2899,42.5373,-2569.362549
42.9958,308.2899,6.1154,-2568.746826
42.9415,308.2533,27.6101,-2561.64624
42.9855,308.2798,15.392,-2567.025635
42.9068,308.1932,12.7175,-2554.822998
43.0166,308.1294,8.9527,-2552.89917
43.0734,308.2463,8.2052,-2562.991211
42.9428,308.1212,8.2749,-2549.199219
43.0672,308.0926,10.0308,-2546.636475
42.9985,308.1303,18.6797,-2555.759766
42.9409,308.0771,8.2084,-2547.699707
43.1435,308.1929,6.3991,-2559.900879
43.1005,308.1676,5.8057,-2556.979248
43.0185,308.2159,7.6216,-2562.383789
43.1386,308.2088,19.5758,-2559.250732
42.9331,308.0334,7.2112,-2548.473389
42.9745,308.1925,5.9519,-2556.363281
42.9928,308.2288,7.3079,-2563.688721
43.0193,308.1343,9.9609,-2552.493896
42.8819,308.2081,8.2718,-2557.054199
43.0146,308.2491,8.0153,-2567.977295
42.9964,308.1286,6.1543,-2555.404053
42.8713,308.1633,7.7387,-2547.73584
43.099,308.0712,6.0155,-2553.650635
43.1407,308.201,10.6244,-2560.19165
43.0326,308.2166,8.746,-2563.676758
43.141,308.0772,7.0739,-2545.216797
42.8751,308.0293,7.0639,-2544.433105
43.071,308.247,7.8089,-2562.488525
43.0024,308.1059,6.6662,-2551.419189
43.0196,308.3075,7.7119,-2572.797607
43.1268,308.2942,9.0626,-2566.97583
42.998,308.2895,8.5869,-2569.477783
43.0644,308.0362,22.9325,-2546.506348
43.1006,308.1785,9.9617,-2563.392334
42.9543,308.0306,17.9097,-2544.591797
43.0237,308.2866,14.5687,-2571.255859
42.9398,308.0432,7.2979,-2547.970947
43.1491,308.1783,7.3578,-2557.803223
42.9262,308.3071,9.4125,-2564.63623
42.9051,308.0879,7.708,-2544.90918
42.97,308.2182,5.756,-2557.9021
42.9564,308.0934,7.8523,-2548.513672
43.0315,308.1978,8.8999,-2561.218262
43.0129,308.1675,6.1502,-2558.582764
42.9192,308.1203,5.7985,-2547.861572
43.0245,308.2146,10.0796,-2564.062988
43.0532,308.1661,6.7187,-2555.439697
42.9446,308.0302,8.4859,-2547.644043
43.1226,308.2712,6.7242,-2562.392822
43.123,308.1604,9.5861,-2555.857422
43.1036,308.1015,6.3392,-2549.315918
43.0347,308.1871,8.133,-2559.013428
42.9155,308.1473,8.413,-2549.486328
43.1286,308.2568,6.5332,-2561.133789
42.9731,308.2744,8.4353,-2566.663574
42.8921,308.2961,34.3949,-2565.204834
42.9558,308.1678,6.0045,-2553.737793
42.898,308.148,10.3289,-2549.175781
42.95,308.2406,6.7692,-2567.241943
42.9244,308.1046,6.6713,-2548.278809
42.9138,308.2063,7.654,-2562.706299
43.091,308.0394,5.8092,-2543.718018
42.9416,308.3025,15.4959,-2566.016846
43.14,308.1899,26.2721,-2559.451904
42.879,308.2787,7.5875,-2562.770264
43.1226,308.0739,6.7249,-2546.06543
43.0047,308.2517,9.0386,-2567.735107
42.9333,308.3003,6.7012,-2565.95874
