Latitude,Longitude,Radius,Depth
43.12,308.0316,36.536,-2536.268555
42.881,308.2335,45.6834,-2562.219727
43.042,308.1526,6.1585,-2557.51416
43.1179,308.0974,8.3104,-2550.408936
42.9268,308.1798,8.1696,-2553.267822
43.0203,308.2839,5.734,-2571.755615
43.1382,308.2282,5.5815,-2560.787842
43.0843,308.2174,5.6938,-2560.338623
43.1313,308.0283,32.9904,-2543.178223
43.0414,308.2332,8.1323,-2561.115234
42.986,308.066,5.9683,-2547.166992
43.0907,308.2286,6.2366,-2562.987305
43.0474,308.2667,6.1296,-2567.77124
42.9381,308.2563,5.5792,-2560.36084
42.8918,308.051,6.4101,-2545.793701
42.939,308.3078,6.0919,-2566.577393
42.8975,308.2177,5.9985,-2560.407471
42.9513,308.1294,5.5849,-2551.166992
42.967,308.2691,6.3353,-2567.178955
42.9708,308.0378,36.9045,-2545.248047
42.8914,308.1326,17.5404,-2548.317871
43.0566,308.0864,8.155,-2544.304932
43.0255,308.0932,8.4432,-2548.801758
42.9343,308.1583,5.7683,-2553.815186
43.0689,308.1162,6.7014,-2551.115967
42.9129,308.2057,7.9548,-2559.35498
42.8652,308.081,6.5166,-2547.431396
42.9848,308.1749,26.0463,-2556.591309
42.9538,308.0708,6.8736,-2546.907227
42.9961,308.2486,10.8941,-2566.516602
43.0688,308.2394,7.4938,-2560.775879
42.9765,308.2404,11.8359,-2562.799805
43.0407,308.297,6.6652,-2569.601807
43.038,308.2015,6.4913,-2560.164063
42.9154,308.0925,5.8886,-2547.291504
43.1535,308.2554,14.1597,-2567.037842
42.9704,308.2874,7.3668,-2567.953613
42.9993,308.0742,18.056,-2549.020508
42.9504,308.1597,57.2801,-2553.233643
42.9018,308.24,61.131,-2560.064209
42.9646,308.1267,5.8554,-2551.091064
43.1026,308.1831,6.0654,-2557.024414
43.079,308.0596,6.0133,-2545.920166
42.9612,308.0828,6.1879,-2546.679688
43.0105,308.2375,39.1362,-2564.985107
43.0788,308.1751,5.6288,-2565.496582
43.0089,308.2919,24.4879,-2572.834473
42.9383,308.2714,82.1255,-2563.673828
42.8682,308.3,18.2095,-2566.366943
43.0346,308.1447,6.0139,-2558.072754
43.0384,308.1531,5.896,-2557.235107
42.9747,308.2131,8.1983,-2556.23877
42.912,308.1038,5.724,-2547.695068
43.0098,308.1573,6.7177,-2559.04248
43.1542,308.115,5.5088,-2550.500977
42.8712,308.1864,5.49,-2552.629883
43.1418,308.0601,30.9733,-2538.764893
43.1325,308.1168,6.3391,-2552.302002
43.1418,308.2524,6.4474,-2562.046875
43.009,308.0671,6.3111,-2548.076416
42.9214,308.1005,7.3273,-2545.192139
43.0012,308.2282,7.4751,-2565.368408
43.1518,308.1408,6.0315,-2551.843994
42.9197,308.1419,6.537,-2549.569824
42.9962,308.0573,17.5647,-2547.133789
43.0812,308.2377,6.6862,-2563.38501
43.0125,308.1637,6.8415,-2558.690674
43.1274,308.2443,7.3927,-2559.564209
43.1044,308.1896,6.1138,-2563.008301
42.9984,308.0226,6.4009,-2540.845947
43.0259,308.1973,13.0518,-2562.699707
42.9416,308.0266,8.9991,-2546.807617
43.0019,308.1526,27.1504,-2556.688965
42.9771,308.2281,30.5081,-2559.840576
42.9401,308.0398,49.8885,-2556.568604
42.9185,308.0559,5.5146,-2545.299561
43.1337,308.1795,6.0157,-2557.924561
43.0554,308.0775,16.4588,-2543.501709
43.0227,308.2499,6.113,-2565.923096
43.1511,308.1523,5.6652,-2553.972168
43.0566,308.1101,11.0634,-2550.415527
43.0665,308.0401,6.1435,-2545.799072
43.0584,308.2257,16.0687,-2561.7229
43.1392,308.0938,5.9845,-2547.805664
42.9261,308.1549,6.7252,-2554.039063
42.886,308.2839,5.4719,-2563.69873
42.8993,308.1113,6.7324,-2547.484131
42.9197,308.0647,9.1128,-2547.267334
43.1145,308.1783,6.9847,-2558.037109
43.0718,308.1815,6.923,-2558.070068
43.1208,308.0747,5.6726,-2546.476318
43.0106,308.1726,26.3506,-2560.383301
43.0374,308.1234,5.837,-2553.686523
42.9898,308.128,5.4755,-2554.228516
43.1183,308.1378,6.9744,-2554.489502
43.0291,308.2113,5.6905,-2563.12915
43.0823,308.2939,7.3751,-2567.058105
42.9531,308.0759,5.6123,-2559.124268
43.0773,308.1899,7.2504,-2558.645996
43.093,308.255,5.855,-2562.20459
43.0599,308.2569,6.0967,-2564.317627
42.9282,308.1465,5.9864,-2555.10791
42.9233,308.2862,5.6995,-2566.428955
43.0418,308.0896,6.235,-2548.366699
42.9264,308.2243,6.0782,-2558.321533
43.1492,308.3065,35.7009,-2568.893311
42.9289,308.2875,5.7644,-2566.574219
43.1337,308.2673,16.135,-2563.360352
42.9749,308.2336,7.4206,-2561.006836
42.8695,308.2676,11.7346,-2563.134277
43.105,308.2609,6.4145,-2561.101318
43.1422,308.1887,5.9969,-2560.072998
42.9562,308.1452,7.3198,-2553.293213
43.0045,308.0729,5.8942,-2549.464111
42.9155,308.1975,8.8873,-2555.479004
43.0489,308.209,5.8146,-2560.120605
43.0946,308.2944,5.7824,-2567.771484
42.9257,308.2209,6.1154,-2558.580811
43.0099,308.0977,5.9292,-2556.119385
42.8721,308.0972,6.581,-2547.034912
42.871,308.0927,10.3448,-2547.17041
43,308.1561,6.3691,-2556.167725
43.041,308.2824,5.7807,-2568.337158
43.0769,308.0255,6.0671,-2545.043457
42.87,308.0363,8.3801,-2543.028076
43.1342,308.0687,6.0202,-2542.646484
42.9433,308.2528,5.2602,-2561.496826
43.04,308.1461,7.2378,-2556.874756
43.1375,308.1871,6.7082,-2559.280273
42.969,308.1834,6.032,-2557.317139
43.0432,308.1591,6.0864,-2556.333252
42.9893,308.2768,5.4335,-2564.413574
43.0546,308.2737,20.385,-2566.204346
42.9244,308.2291,5.6242,-2559.619629
42.9557,308.1118,6.2451,-2547.223145
43.0398,308.1712,8.3386,-2558.532471
43.0483,308.3034,6.0755,-2568.552246
42.8875,308.2259,24.5858,-2560.651611
43.0363,308.2796,26.62,-2567.719727
43.1348,308.0618,7.0503,-2545.099854
42.9571,308.1235,15.3659,-2550.859863
42.9247,308.1031,7.0578,-2547.071777
42.9453,308.1487,7.4514,-2552.539795
42.9731,308.1256,21.0212,-2549.053223
42.9567,308.1639,64.8714,-2554.063232
43.0388,308.1887,18.996,-2559.63916
42.9793,308.0894,7.8219,-2548.665527
43.0915,308.203,5.718,-2560.545654
42.8926,308.0991,6.2456,-2548.626709
43.0815,308.0436,5.6098,-2545.556396
42.9362,308.0659,6.098,-2548.711182
42.9323,308.2197,8.3315,-2557.186035
43.052,308.1036,5.7593,-2549.646973
42.9783,308.1969,12.9652,-2559.631592
43.0029,308.0296,17.3372,-2542.396729
43.0585,308.0797,44.3247,-2541.122314
42.9412,308.193,7.3501,-2556.818604
43.1108,308.1615,6.4927,-2557.83374
43.1298,308.0252,18.6292,-2541.688965
43.0555,308.1881,18.9338,-2558.136963
43.0159,308.0865,6.5446,-2549.943115
42.9045,308.0445,8.1588,-2542.546875
42.8659,308.2457,6.9955,-2564.985596
43.1467,308.1107,5.7679,-2549.693848
42.9458,308.2941,13.8962,-2564.908936
43.0517,308.0357,64.5846,-2547.453369
43.12,308.2445,5.7636,-2560.070068
42.9761,308.1731,41.5726,-2556.693359
43.0555,308.1764,5.75,-2555.583008
43.0364,308.2419,7.3546,-2577.180664
43.0047,308.1742,11.9689,-2560.626465
43.0298,308.3067,7.7574,-2573.755859
42.9006,308.2109,18.389,-2558.976318
42.8827,308.2854,33.6037,-2563.696533
43.0471,308.1542,8.2608,-2554.64917
43.0019,308.2119,6.9448,-2563.764404
43.1144,308.3049,5.8744,-2565.234619
42.9791,308.1426,5.2419,-2553.287598
43.0186,308.1031,5.5969,-2553.175781
42.9301,308.0763,8.2738,-2544.384766
42.8691,308.0367,5.7356,-2541.709961
42.9305,308.1958,28.0387,-2555.611816
42.8772,308.1527,5.6251,-2547.177734
43.0411,308.1719,5.68,-2558.123535
42.873,308.0855,11.4526,-2547.43335
43.0458,308.2174,20.9665,-2560.771484
42.9023,308.0229,9.8875,-2544.42334
43.0894,308.0784,5.6572,-2551.575684
43.013,308.2954,5.7336,-2571.155762
42.9242,308.2701,5.6814,-2566.442871
43.0618,308.2611,6.1435,-2563.936768
42.9183,308.1111,5.7314,-2546.148682
43.1176,308.0689,103.0738,-2548.125
42.9933,308.275,8.8156,-2567.249512
43.025,308.0552,6.0523,-2547.080566
42.9979,308.1914,14.0821,-2560.095703
43.0392,308.196,5.7483,-2559.995361
42.9162,308.2091,6.3843,-2557.767822
43.0944,308.0666,24.4969,-2558.894775
43.1494,308.2802,5.7039,-2563.357178
43.0889,308.0547,11.6935,-2545.825195
43.1283,308.2466,18.4398,-2559.439941
42.9061,308.0769,5.821,-2545.883057
42.8678,308.2508,6.1137,-2564.226074
42.8625,308.1209,7.6284,-2551.697754
43.0299,308.1898,7.0185,-2560.759766
42.9092,308.2435,42.6173,-2559.61084
42.928,308.0548,8.2918,-2550.796387
43.141,308.07,6.7536,-2553.394043
42.9861,308.1428,6.5883,-2554.807129
42.8673,308.245,5.1164,-2564.173828
43.0461,308.2278,11.7806,-2562.619629
42.8684,308.1486,5.6384,-2548.829346
42.9544,308.2984,5.8169,-2575.676514
43.0247,308.032,10.6129,-2543.852051
42.9745,308.1418,6.0649,-2552.712402
43.0269,308.2958,40.6636,-2571.598389
43.1423,308.0848,7.1838,-2547.544678
42.9276,308.0592,5.9384,-2545.626465
43.1475,308.285,15.0724,-2564.515381
43.1204,308.0354,6.7487,-2537.176514
43.0119,308.1354,5.7444,-2555.215332
43.1175,308.2981,48.4934,-2564.112061
43.0613,308.2127,8.1443,-2562.227295
42.9105,308.1105,7.4253,-2548.512939
42.8833,308.3017,5.7848,-2564.803955
42.9945,308.1783,13.4037,-2557.968018
43.0114,308.0419,7.018,-2548.515869
43.0982,308.2238,7.6537,-2563.414063
43.0599,308.2268,8.157,-2561.112305
43.0495,308.247,6.1782,-2563.099854
43.0328,308.078,27.2261,-2546.751709
42.9089,308.0963,7.4191,-2547.263184
43.0865,308.2627,15.1818,-2564.961426
43.1486,308.2495,5.4673,-2560.172852
43.0707,308.2264,19.0912,-2561.812744
42.9825,308.0317,19.56,-2540.984863
42.9126,308.2847,6.1399,-2565.295166
43.0235,308.0303,6.7702,-2543.492188
43.011,308.2519,21.1103,-2567.885498
42.9231,308.1395,6.2454,-2551.253174
43.0918,308.1854,7.3494,-2556.741211
43.0095,308.1919,10.3408,-2562.09375
43.0897,308.1869,7.2343,-2557.014648
43.125,308.3064,6.151,-2566.255127
42.9123,308.0545,47.9467,-2544.565186
43.1483,308.2041,17.6346,-2559.046387
43.0003,308.0302,22.7141,-2551.341797
43.1566,308.2274,6.2356,-2559.281982
43.0707,308.2324,7.8795,-2561.925537
43.0604,308.0264,5.2967,-2544.807617
42.9274,308.2151,17.9498,-2558.061279
42.9152,308.2786,16.9248,-2564.959229
43.0584,308.0963,6.2758,-2547.424316
42.9877,308.0777,4.9885,-2548.773193
43.004,308.157,5.9465,-2557.034668
43.0417,308.2252,7.4413,-2561.229492
43.1318,308.0873,8.6541,-2548.551025
42.9725,308.1222,6.023,-2549.140381
43.141,308.07,49.9588,-2553.394043
42.9706,308.1334,5.46,-2550.971191
42.9916,308.0986,33.9523,-2551.337891
42.9978,308.2211,15.1612,-2563.51001
42.9839,308.283,16.5482,-2566.825928
42.9086,308.2372,6.6186,-2559.651123
42.9121,308.2854,6.0836,-2565.085205
43.064,308.2501,5.865,-2564.195313
42.8766,308.1293,6.264,-2550.102051
43.093,308.1413,6.187,-2551.803955
43.1419,308.2131,5.7219,-2558.615723
43.1346,308.0702,6.6792,-2542.598389
43.0211,308.2322,5.8624,-2564.284668
42.9435,308.2091,6.727,-2559.342041
43.0362,308.2779,6.0207,-2567.26123
42.9975,308.0336,12.3698,-2539.264648
43.0048,308.2972,19.9565,-2570.226074
43.0489,308.1267,8.3014,-2551.483887
43.1031,308.1333,7.5611,-2550.563477
43.0743,308.2699,8.9852,-2566.889893
42.8764,308.1837,7.0693,-2551.165527
42.9854,308.2282,6.2019,-2558.578857
42.9325,308.3007,22.6662,-2565.963135
42.8691,308.1031,6.1596,-2547.131836
43.1299,308.2375,6.4589,-2559.767334
42.8821,308.2754,6.7932,-2567.016113
42.982,308.1439,14.3881,-2552.671875
43.0134,308.1293,17.8689,-2554.447754
43.0225,308.1724,5.8505,-2560.101074
42.916,308.2065,6.2056,-2560.520996
42.9767,308.2162,5.4193,-2557.990479
42.9227,308.049,46.4483,-2544.707031
42.9603,308.0377,12.5024,-2547.655029
42.9267,308.078,43.555,-2548.180664
43.0234,308.2455,6.4876,-2563.571777
43.0696,308.258,6.0065,-2564.004395
42.9322,308.0338,7.2639,-2547.984619
43.1529,308.2992,8.5154,-2565.170898
42.9696,308.2272,6.1401,-2560.304932
43.0211,308.0513,6.9624,-2548.182129
42.9313,308.2467,6.3478,-2565.366699
42.9799,308.1793,8.7273,-2557.258057
42.9639,308.2075,5.6192,-2557.669678
42.9911,308.0279,15.056,-2539.470947
43.024,308.3051,7.1298,-2573.102051
43.1366,308.2126,5.7062,-2560.165283
43.0625,308.1811,16.0291,-2556.584229
43.042,308.1591,7.7588,-2556.871582
43.0336,308.0445,26.456,-2545.553223
42.9466,308.1651,17.0773,-2561.984131
42.9654,308.2771,19.7892,-2567.812256
43.133,308.0602,25.2664,-2544.749023
43.091,308.1338,5.6117,-2556.064209
42.9595,308.282,13.1341,-2568.281494
42.9586,308.2978,13.2826,-2572.334961
42.9424,308.1896,6.8795,-2556.610352
43.1142,308.2751,6.1008,-2565.192383
43.0031,308.041,5.7655,-2544.201416
43.0636,308.0971,42.4748,-2550.536621
43.0931,308.1199,5.5802,-2546.187012
42.9298,308.0714,6.4888,-2545.814453
42.9454,308.1314,6.1533,-2550.227539
43.0398,308.0351,5.5604,-2546.609375
42.9752,308.2643,13.0611,-2563.429932
43.044,308.2006,6.701,-2560.234375
42.8723,308.1647,5.7007,-2548.238037
43.0815,308.2424,11.4699,-2563.520996
42.9488,308.1134,14.6325,-2549.456787
43.0079,308.0809,6.9481,-2549.749512
43.0261,308.2279,6.5603,-2567.148438
43.1347,308.202,7.9629,-2559.553223
42.9973,308.2318,27.0748,-2564.013184
42.9629,308.0744,7.1893,-2548.16626
42.9903,308.1647,16.6015,-2557.433594
43.0218,308.1295,6.9657,-2553.597168
43.0518,308.0612,5.8461,-2542.375244
42.9088,308.1771,5.9488,-2551.393066
42.9497,308.2392,6.1903,-2567.533447
43.147,308.2586,6.9996,-2562.230469
42.9677,308.1652,6.3041,-2552.95874
42.9482,308.2181,6.7619,-2558.86377
42.9427,308.0612,6.9066,-2549.352783
43.115,308.122,19.1399,-2551.890869
43.0226,308.2804,6.8597,-2570.084229
42.9327,308.1179,5.7765,-2547.993164
42.9919,308.1201,24.1946,-2552.644043
42.9241,308.0357,6.6515,-2546.449951
43.0081,308.2436,6.8236,-2566.697754
43.039,308.16,8.1486,-2562.092529
42.8657,308.1236,5.6907,-2549.672363
42.8886,308.1737,7.7739,-2551
43.1213,308.2495,9.6503,-2561.21167
43.1524,308.0248,5.4931,-2543.626709
43.0301,308.1498,6.1197,-2557.570313
43.0024,308.0902,20.9356,-2549.411865
42.9477,308.2217,19.2806,-2558.643799
42.9177,308.1523,5.8497,-2550.388184
43.0081,308.2068,5.6031,-2562.591797
43.0404,308.226,7.7569,-2562.002441
42.9497,308.2037,6.9193,-2557.578613
43.0877,308.2311,5.8699,-2561.968994
42.9798,308.1009,21.8256,-2548.173096
42.8685,308.2376,7.8256,-2564.159424
42.9919,308.1506,6.0484,-2555.135986
42.9017,308.0726,34.5277,-2546.044434
43.0494,308.1096,5.7997,-2550.240479
42.9311,308.1638,6.3439,-2552.813232
42.9896,308.0636,16.0042,-2545.735352
43.1131,308.2965,6.2906,-2564.121094
43.0929,308.1222,22.5304,-2543.793457
42.8647,308.1467,58.5322,-2548.445068
42.974,308.2496,5.7405,-2562.587158
43.1397,308.0801,5.5254,-2545.708008
43.0779,308.0619,5.6213,-2549.02417
43.016,308.1782,5.7825,-2560.485107
43.0461,308.1854,6.5176,-2558.19165
43.1406,308.2139,5.5267,-2559.834229
43.0205,308.1345,5.5186,-2552.384033
43.0363,308.1771,6.2472,-2561.016846
43.0325,308.0796,8.2034,-2547.56665
43.1289,308.0773,7.2788,-2546.314453
43.0597,308.2745,5.8193,-2566.771729
43.0942,308.2546,12.1665,-2562.635254
42.9639,308.306,5.2966,-2568.005127
42.9936,308.1502,5.3951,-2557.010742
43.1526,308.2755,6.0024,-2562.790283
42.9592,308.1816,7.5962,-2553.418701
42.9761,308.226,6.4863,-2559.621094
43.0577,308.2225,7.9513,-2560.861572
42.8997,308.185,8.6328,-2553.119141
42.998,308.1539,5.5076,-2555.265137
43.0723,308.1188,5.6227,-2551.642822
43.0934,308.2169,5.8699,-2562.182617
42.8703,308.2446,6.3005,-2565.700439
42.9969,308.2323,6.3358,-2563.837891
43.0358,308.0466,17.7028,-2548.041016
42.9535,308.1748,6.1828,-2552.901367
43.1245,308.055,11.1648,-2543.286133
42.9045,308.1653,5.7992,-2547.043457
42.9716,308.255,8.4298,-2563.298828
42.9774,308.1464,8.9906,-2551.658936
42.9152,308.2381,26.8341,-2559.675049
42.9515,308.0263,17.9036,-2544.417236
43.1138,308.1799,6.4666,-2558.164307
42.9526,308.2636,19.3862,-2564.51123
42.929,308.0574,6.2793,-2546.53125
43.0134,308.1651,6.3383,-2558.407715
42.9739,308.0231,8.0397,-2545.336182
43.0681,308.1222,15.946,-2552.659424
42.9316,308.0621,21.3281,-2547.35791
43.1317,308.0291,5.9227,-2542.801025
42.9279,308.1254,8.0344,-2549.134277
43.1531,308.2992,11.5017,-2565.294189
43.1146,308.0388,29.0028,-2538.349121
43.0237,308.1217,5.6257,-2551.918701
43.0336,308.1357,5.6885,-2555.736816
43.149,308.2629,5.9548,-2559.630615
43.0989,308.0755,5.7144,-2550.35791
43.003,308.1182,29.4652,-2556.704102
43.0742,308.2016,5.1553,-2559.123047
43.0294,308.171,19.3032,-2559.148682
43.1148,308.0337,6.9539,-2535.168457
43.1376,308.3032,6.6921,-2565.484375
43.1476,308.0594,6.5721,-2543.891846
43.1085,308.2792,6.0186,-2562.87793
43.1415,308.1592,5.8814,-2555.875244
43.1336,308.2446,17.7595,-2562.078125
42.8696,308.1169,48.3998,-2548.013672
42.9558,308.1521,5.671,-2553.228516
42.8834,308.0578,23.8282,-2546.768799
42.988,308.2048,5.8596,-2561.510254
43.1531,308.0347,5.6456,-2541.487061
43.1402,308.2925,5.5465,-2564.888428
43.033,308.1034,7.2263,-2548.70459
43.0495,308.1767,10.655,-2557.777588
43.0155,308.1777,7.0302,-2560.508057
42.8669,308.109,21.9838,-2546.746094
42.9895,308.2672,13.6116,-2562.643311
43.0754,308.1913,6.2532,-2559.210938
43.1569,308.1634,6.4482,-2555.169189
43.148,308.1937,9.2035,-2560.704834
42.9497,308.3059,5.6513,-2566.396973
43.0514,308.1794,8.2066,-2557.175537
43.0937,308.2718,5.8013,-2564.324707
42.9854,308.0235,5.6879,-2538.423828
43.019,308.1807,6.064,-2560.94165
43.1021,308.2229,7.8136,-2561.763428
42.9678,308.1764,6.2912,-2554.595703
42.9748,308.1875,13.5436,-2556.20459
42.9099,308.2538,19.7315,-2560.7854
43.1521,308.0763,5.5369,-2544.118408
42.9021,308.0809,6.1225,-2546.341309
43.0733,308.2499,5.4199,-2563.304443
43.1256,308.2578,6.6975,-2562.000977
42.9257,308.2547,11.7995,-2562.005127
42.933,308.169,5.8826,-2563.077637
43.0689,308.0509,26.4357,-2546.501221
43.0626,308.2072,6.3043,-2561.604248
43.143,308.2159,5.4884,-2561.134277
43.0617,308.2029,5.6963,-2560.358887
42.9298,308.1894,16.1518,-2556.583496
43.0907,308.28,8.9019,-2566.591553
42.8674,308.2475,5.8148,-2564.010986
42.9941,308.0355,5.9848,-2542.212891
43.0241,308.1927,7.0052,-2562.013916
42.9254,308.0905,5.998,-2546.493896
42.874,308.0915,7.9596,-2547.555176
42.9086,308.1856,7.5146,-2552.073975
43.1258,308.1877,5.8843,-2557.736572
42.8764,308.141,5.6605,-2550.458496
43.057,308.1529,9.3328,-2555.09668
42.9579,308.1526,6.0134,-2552.146484
43.0148,308.0636,6.342,-2546.902832
42.9415,308.287,5.5719,-2564.413086
42.8964,308.2308,9.0462,-2559.460449
43.0328,308.1645,5.733,-2559.229492
42.8782,308.2188,11.048,-2560.531982
43.1296,308.0831,6.0776,-2547.061035
42.9876,308.2929,9.4717,-2567.682617
42.934,308.1096,5.9941,-2547.087402
43.0567,308.0945,20.9931,-2546.681885
43.0247,308.2009,8.5613,-2563.27002
43.0654,308.0315,6.2755,-2544.725098
42.9234,308.0588,19.6321,-2546.879395
42.9722,308.0339,5.6321,-2544.582275
43.1576,308.2316,6.1828,-2559.04541
42.962,308.2515,6.3874,-2564.433594
43.1291,308.1325,8.0334,-2553.697998
42.9356,308.0315,7.2192,-2548.458008
43.0584,308.1424,8.6254,-2553.442871
42.9993,308.058,7.9969,-2547.469971
42.9554,308.2716,13.3993,-2565.854736
42.9625,308.0976,7.2441,-2549.630371
43.1135,308.0526,28.2946,-2543.119141
42.9619,308.2211,5.7264,-2560.325928
43.1082,308.0652,6.1296,-2549.508789
43.0805,308.2347,7.2979,-2563.004639
43.1561,308.1309,6.0612,-2552.317871
43.145,308.2575,9.602,-2561.805908
43.1535,308.2017,23.7175,-2559.46167
43.0933,308.2226,25.7801,-2562.614502
42.9111,308.0725,7.9622,-2547.579834
43.0963,308.128,6.3307,-2551.223145
43.0969,308.2404,5.1689,-2562.403564
43.0284,308.2208,6.796,-2563.584961
43.1323,308.302,6.2728,-2564.966797
43.0077,308.2683,6.5663,-2570.895752
42.8628,308.1813,7.2354,-2552.141602
43.0178,308.0624,15.9746,-2548.554932
42.9427,308.1405,6.186,-2551.648926
42.8934,308.2504,7.2239,-2562.381836
43.1534,308.1227,49.1823,-2552.278809
42.928,308.1998,6.2236,-2555.502686
43.1479,308.1783,5.5917,-2558.019287
43.0967,308.0851,5.1616,-2559.197021
43.1136,308.1275,19.1333,-2552.192871
42.9105,308.1474,5.4251,-2549.440674
43.07,308.288,16.4462,-2566.401611
43.0846,308.2973,5.522,-2568.166016
42.9538,308.1891,8.0972,-2555.691406
43.1066,308.2448,5.6062,-2563.213135
43.0135,308.2797,5.5886,-2573.516602
42.9065,308.1157,5.7591,-2549.351807
42.8761,308.2215,10.346,-2560.927002
42.9036,308.2567,51.4664,-2560.442139
42.9814,308.2376,8.244,-2560.248779
42.9262,308.1145,5.6458,-2548.706299
43.1421,308.2275,18.0172,-2560.465332
42.9561,308.0962,13.4247,-2548.259033
43.118,308.2378,6.7429,-2559.453125
43.0379,308.0913,27.0516,-2549.871094
43.008,308.0396,64.4781,-2545.888916
42.9511,308.2443,6.1898,-2561.013672
42.9637,308.1431,8.8414,-2553.114014
43.0055,308.3007,7.7532,-2570.46582
43.1169,308.1611,6.133,-2560.087158
43.0193,308.2015,8.9983,-2560.64917
42.9394,308.1515,7.6503,-2554.045166
42.9054,308.2236,5.5566,-2561.897461
43.047,308.2485,7.2385,-2564.42749
43.1335,308.3075,6.054,-2565.570801
43.1368,308.1159,5.5212,-2550.508545
42.9381,308.3071,9.9189,-2565.367432
43.1464,308.2263,7.0406,-2560.769775
43.0491,308.2627,66.995,-2566.463623
42.9776,308.0458,9.619,-2547.309082
43.0205,308.2109,6.1488,-2564.330078
43.0165,308.227,6.6388,-2562.811768
42.9825,308.1668,5.8114,-2555.436523
43.0043,308.242,8.0223,-2566.28125
43.0801,308.1844,6.1703,-2557.30127
42.9562,308.2,5.6941,-2557.198242
43.0672,308.2323,8.2967,-2563.593506
42.9017,308.2101,6.3157,-2558.770264
43.0842,308.2495,5.857,-2563.797607
42.9783,308.0286,20.2245,-2539.95874
43.126,308.2745,5.7337,-2563.232422
42.9245,308.161,20.3275,-2553.637695
42.9024,308.276,21.4876,-2562.259521
43.0071,308.2169,6.5024,-2562.022461
43.0866,308.1128,5.8067,-2549.267334
42.9319,308.0222,8.3501,-2545.892578
42.902,308.0596,8.5403,-2545.692383
42.9664,308.0468,5.271,-2544.60498
42.9251,308.2686,19.6603,-2566.200195
43.1263,308.296,8.4736,-2564.164795
43.0187,308.2855,6.1481,-2571.116699
42.8724,308.1028,6.1391,-2547.643799
43.0367,308.1689,8.6794,-2559.528564
42.9625,308.1375,5.5273,-2551.447266
42.9288,308.2914,32.3598,-2565.516357
43.0709,308.0508,5.6112,-2545.359619
42.9621,308.2644,5.7069,-2566.678711
42.9826,308.1115,5.716,-2548.619141
42.9687,308.309,6.2776,-2568.929199
43.054,308.1109,6.1783,-2550.668457
43.0865,308.1338,5.8149,-2551.500732
42.9534,308.1351,14.0429,-2550.176025
42.9895,308.1543,6.5897,-2555.662354
43.0676,308.3074,10.8575,-2569.435791
43.0668,308.2507,5.9551,-2563.742676
42.8846,308.0696,19.5723,-2546.915283
42.9448,308.0369,7.7209,-2547.854492
43.0225,308.027,6.7385,-2543.077637
43.049,308.0451,10.2626,-2547.693359
42.8994,308.2718,5.519,-2561.456055
42.9001,308.1533,6.9334,-2549.291748
43.1163,308.0978,59.1116,-2551.265869
42.8752,308.1734,22.9406,-2549.431641
43.0378,308.2941,15.0637,-2568.771729
43.0373,308.1478,9.3196,-2557.329834
42.9834,308.1234,5.6528,-2550.977539
43.0954,308.1397,17.1125,-2552.633545
42.9137,308.0601,6.3264,-2545.702881
43.1401,308.2762,5.5747,-2562.989746
42.9479,308.1127,18.6825,-2548.695313
43.0861,308.2553,6.4574,-2564.117676
42.9767,308.0672,7.6533,-2548.479492
42.9854,308.0562,5.7573,-2546.05249
43.0007,308.1569,13.6458,-2557.93042
42.9084,308.1244,6.9391,-2549.000977
42.8674,308.2695,6.815,-2563.979736
42.8755,308.1977,7.413,-2557.76001
42.9778,308.2453,16.3509,-2563.626221
43.0319,308.308,6.7647,-2573.336914
42.9808,308.0984,25.9726,-2549.417969
42.9931,308.0881,31.526,-2549.405762
42.9262,308.0847,6.9012,-2545.587402
42.9189,308.2829,6.7175,-2566.664551
43.0394,308.253,5.5179,-2562.498047
42.9958,308.1211,5.8962,-2554.270996
42.8726,308.0648,7.0208,-2546.395996
42.8921,308.2765,53.9934,-2564.564697
42.9504,308.2835,8.0686,-2563.565918
43.0187,308.1116,7.7763,-2552.16626
43.0884,308.0905,5.9158,-2549.000977
42.9371,308.2008,5.7983,-2557.952637
43.1331,308.242,6.1569,-2560.984131
42.9965,308.0823,6.8961,-2551.27002
43.0606,308.2932,64.1921,-2567.517822
43.0031,308.1076,22.002,-2552.169434
42.8649,308.1795,6.6046,-2550.762451
43.0198,308.0699,5.4998,-2546.935791
43.1205,308.129,14.9689,-2553.243408
42.9093,308.2579,5.8198,-2560.687012
43.0161,308.1699,5.8934,-2560.504883
43.0993,308.0827,8.7804,-2551.914795
42.9896,308.2411,6.0681,-2563.568604
43.1075,308.174,6.7288,-2558.288574
43.0502,308.1888,9.2759,-2559.334717
42.9936,308.1252,17.8783,-2554.54541
42.998,308.1845,18.0637,-2559.818848
43.0597,308.1253,6.3047,-2552.456055
42.906,308.2063,6.4995,-2558.081299
42.9438,308.2555,7.6732,-2561.085449
43.0455,308.2936,5.7501,-2568.386963
42.8783,308.2337,6.3306,-2564.23291
43.1542,308.0984,16.6526,-2545.337158
43.1325,308.1261,5.5036,-2553.875732
42.9862,308.1656,5.4921,-2556.172119
42.8705,308.0514,5.6506,-2544.689697
42.9648,308.2038,6.5385,-2556.968018
43.1577,308.0432,6.723,-2540.986816
42.9995,308.2376,6.2806,-2566.214111
42.9276,308.2419,6.1894,-2563.771973
